segment,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10,map_at_10,modele,fenetre,policy_combo
peu_actif,0.017338092809790925,0.03323458229118607,0.02774254346045096,0.016420193778684346,0.062481079462211535,0.03981058491470699,0.021040794597061444,popularite_recente,2,defaut_exclut_achats_stock_filtre
actif,0.01642023346303502,0.033286084861960344,0.025249627050956184,0.013891050583657588,0.05640680007411525,0.034471337543583315,0.018168361832411304,popularite_categorie,2,defaut_exclut_achats_stock_filtre
peu_actif,0.013156552779194289,0.02399832447002258,0.020197106193879495,0.01244263131055584,0.04385258206012923,0.028793399290546036,0.014797587344757154,popularite_categorie,2,defaut_exclut_achats_stock_filtre
actif,0.01859922178988327,0.035418287937743195,0.029186917318252483,0.018171206225680935,0.06913331480452102,0.04312435005352874,0.02276056583463476,collaboratif_item_item,2,defaut_exclut_achats_stock_filtre
peu_actif,0.016420193778684346,0.032213480326687874,0.025674043631348765,0.017032126466088728,0.0669018074678452,0.03990310351634274,0.020399334162811252,collaboratif_item_item,2,defaut_exclut_achats_stock_filtre
actif,0.009260700389105059,0.017439781360014825,0.013893400115117562,0.009922178988326848,0.03830754740287814,0.02241048747865765,0.010983132898641515,contenu_categorie_prix,2,defaut_exclut_achats_stock_filtre
peu_actif,0.011320754716981133,0.019079187003715303,0.01600294348993415,0.011779704232534422,0.040881717296811636,0.025262218245926827,0.011984255144632501,contenu_categorie_prix,2,defaut_exclut_achats_stock_filtre
actif,0.01867704280155642,0.036025106540670745,0.02673208147200523,0.018754863813229574,0.07381786177506021,0.042045731308126534,0.02048465582731147,popularite_globale,2,inclut_produits_deja_achetes
peu_actif,0.017134115247322796,0.033415895680046624,0.026857680794435235,0.015961244263131055,0.06149943744283367,0.03873465094969029,0.02058727865331639,popularite_globale,2,inclut_produits_deja_achetes
actif,0.015642023346303505,0.02795179420665802,0.022927159581804,0.016575875486381324,0.06254230745475882,0.03696093806437224,0.01810906393469623,popularite_recente,2,inclut_produits_deja_achetes
peu_actif,0.017338092809790925,0.032452668301724906,0.026978968553922934,0.016522182559918407,0.06288478505459638,0.039420422003947624,0.020554282141209364,popularite_recente,2,inclut_produits_deja_achetes
actif,0.016653696498054475,0.034310728182323516,0.025138318191986437,0.014085603112840468,0.056861682416157126,0.034357681902346456,0.01784790161200667,popularite_categorie,2,inclut_produits_deja_achetes
