user_coverage,catalog_coverage,n_evaluable,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10,map_at_10,diversity_at_10,variante,n_clients_cold_start_evalues
1.0,0.28,717,0.015899581589958158,0.04160855416085542,0.029331062064847473,0.01589958158995816,0.08458856345885635,0.04539272819647542,0.024781478529735154,0.22147838214783824,avec_signal_web,717
1.0,0.03333333333333333,717,0.02092050209205021,0.05590423059042305,0.04029839913526463,0.020223152022315203,0.11104137610413763,0.06033093798243182,0.03436732084744637,0.29999999999999993,sans_signal_web,717
