methode,WAPE_quantite,WAPE_CA,WAPE_marge,biais_quantite,abs_biais,ecart_type_reco,taux_non_supporte,duree_fit_s,duree_predict_s,produits_couverts,interpretabilite
panel_effets_fixes,0.9852772601976515,0.9714941720086957,0.9869295955081935,-0.43152459718595976,0.43152459718595976,1.2959854430360394,0.3035439137134053,4.2351482000085525,1.216948000001139,288,"moyenne (coefficient unique, mais calcul économétrique standard)"
challenger_ml_lightgbm,1.0713207916807075,1.0542629434311437,1.0750847994448585,0.010005090296477864,0.010005090296477864,2.7076404738880506,0.3174114021571649,2.173638533335179,0.11074570000831348,288,"faible (boîte noire, aucune interprétation causale possible)"
descriptif_intra_produit,1.1117681748178418,1.1067855792835346,1.1288286336846898,0.11750699394229701,0.11750699394229701,5.030001395306938,0.20493066255778125,0.2679356000056335,0.12223506666972146,288,haute (moyennes calendaires directement lisibles)
hierarchique_pooling_categorie,1.1281342844976094,1.123190733362599,1.135321699946495,0.17080889923933953,0.17080889923933953,3.867475346740822,0.29738058551617874,0.6852929000015138,0.2219882333301939,288,"moyenne (shrinkage explicite, formule simple)"
